25-30;4;1300-1500;50-100;400-450;450-500;100-150;100-150;200-250;500 o mas ;SCONTIABANK
45-50;7 o mas ;1100 o menos ;50-100;400-450;450-500;250-300;150-200;200-250;400-500;SCONTIABANK
30-35;6;1100 o menos ;100-150;400-450;450-500;100-150;100-150;150-200;300-400;BANCO DE LA NACION 
30-35;6;1300-1500;50-100;450-500;450-500;150-200;200-250;250-300;300-400;BANCO DE LA NACION 
25-30;6;1100 o menos ;0-50;450-500;450-500;100-150;150-200;200-250;400-500;Caja Huancayo
30-35;7 o mas ;1100 o menos ;200-250;450-500;300-350;300 o mas ;100-150;150-200;200-300;Caja Huancayo
40-45;3;1100-1300;100-150;400-450;300-350;150-200;100-150;100-150;100-200;INTERBANK
25-30;6;1300-1500;50-100;500-550;400-450;150-200;100-150;100-150;100-200;INTERBANK
30-35;5;1100 o menos ;150-200;450-500;350-400;150-200;150-200;250-300;200-300;INTERBANK
35-40;4;1300-1500;150-200;550-600;300-350;250-300;250-300;100-150;100-200;BCP
35-40;3;1300-1500;50-100;400-450;400-450;150-200;200-250;150-200;100-200;INTERBANK
25-30;5;1300-1500;100-150;450-500;300-350;300 o mas ;150-200;150-200;300-400;INTERBANK
45-50;5;1100 o menos ;0-50;500-550;350-400;150-200;300 o mas ;100-150;200-300;BCP
25-30;3;1100-1300;100-150;500-550;350-400;200-250;300 o mas ;100-150;200-300;INTERBANK
40-45;5;1100 o menos ;150-200;600 o mas ;350-400;150-200;200-250;300 a mas ;400-500;BCP
40-45;3;1500-1700;0-50;550-600;300-350;200-250;300 o mas ;100-150;100-200;BCP
35-40;7 o mas ;1300-1500;0-50;500-550;350-400;150-200;100-150;100-150;100-200;INTERBANK
25-30;3;1100-1300;50-100;400-450;300-350;250-300;150-200;100-150;100-200;Caja Huancayo
45-50;6;1700 0 mas ;0-50;500-550;350-400;150-200;100-150;100-150;100-200;Caja Huancayo
30-35;3;1100-1300;100-150;450-500;300-350;250-300;300 o mas ;200-250;300-400;INTERBANK
25-30;4;1500-1700;200-250;400-450;350-400;150-200;200-250;100-150;100-200;INTERBANK
25-30;3;1100-1300;0-50;500-550;400-450;150-200;300 o mas ;100-150;200-300;Caja Huancayo
45-50;7 o mas ;1300-1500;100-150;500-550;350-400;150-200;150-200;100-150;100-200;INTERBANK
40-45;6;1500-1700;50-100;500-550;300-350;250-300;250-300;100-150;200-300;BCP
30-35;6;1100-1300;0-50;450-500;400-450;250-300;150-200;200-250;300-400;INTERBANK
30-35;5;1100 o menos ;150-200;600 o mas ;300-350;100-150;250-300;300 a mas ;500 o mas ;BCP
35-40;4;1100 o menos ;0-50;600 o mas ;350-400;200-250;100-150;200-250;200-300;Caja Huancayo
40-45;7 o mas ;1500-1700;200-250;400-450;300-350;100-150;200-250;100-150;100-200;Caja Huancayo
40-45;3;1100-1300;0-50;500-550;300-350;150-200;250-300;150-200;200-300;INTERBANK
45-50;6;1300-1500;0-50;400-450;450-500;200-250;200-250;150-200;300-400;SCONTIABANK
25-30;3;1300-1500;100-150;500-550;300-350;150-200;200-250;100-150;100-200;Caja Huancayo
35-40;7 o mas ;1300-1500;200-250;500-550;400-450;250-300;100-150;150-200;200-300;INTERBANK
45-50;3;1700 0 mas ;0-50;550-600;300-350;250-300;250-300;100-150;100-200;INTERBANK
45-50;7 o mas ;1100 o menos ;50-100;450-500;400-450;300 o mas ;150-200;200-250;300-400;INTERBANK
40-45;3;1100-1300;100-150;500-550;350-400;150-200;100-150;100-150;200-300;SCONTIABANK
35-40;7 o mas ;1300-1500;150-200;450-500;450-500;150-200;100-150;250-300;400-500;SCONTIABANK
30-35;3;1700 0 mas ;0-50;450-500;450-500;200-250;100-150;100-150;100-200;INTERBANK
25-30;5;1100 o menos ;0-50;450-500;350-400;150-200;150-200;300 a mas ;400-500;BCP
25-30;7 o mas ;1100-1300;50-100;550-600;300-350;200-250;150-200;100-150;100-200;Caja Huancayo
40-45;6;1300-1500;50-100;400-450;400-450;100-150;100-150;100-150;100-200;INTERBANK
30-35;4;1100 o menos ;150-200;600 o mas ;350-400;100-150;150-200;200-250;400-500;BCP
40-45;6;1300-1500;0-50;450-500;400-450;100-150;150-200;150-200;300-400;INTERBANK
25-30;6;1500-1700;50-100;450-500;400-450;100-150;150-200;150-200;200-300;INTERBANK
30-35;4;1100 o menos ;0-50;450-500;400-450;150-200;200-250;150-200;300-400;BCP
35-40;6;1700 0 mas ;100-150;450-500;350-400;100-150;100-150;100-150;100-200;SCONTIABANK
30-35;4;1100 o menos ;50-100;450-500;400-450;200-250;150-200;250-300;400-500;SCONTIABANK
45-50;6;1100-1300;50-100;500-550;400-450;150-200;150-200;200-250;300-400;SCONTIABANK
40-45;3;1300-1500;200-250;500-550;500 a mas ;250-300;150-200;100-150;100-200;BANCO DE LA NACION 
30-35;3;1100 o menos ;0-50;600 o mas ;500 a mas ;150-200;200-250;300 a mas ;500 o mas ;BANCO DE LA NACION 
25-30;3;1100-1300;0-50;450-500;400-450;100-150;200-250;150-200;200-300;INTERBANK
35-40;7 o mas ;1100 o menos ;200-250;400-450;350-400;200-250;100-150;200-250;100-200;Caja Huancayo
40-45;5;1700 0 mas ;150-200;550-600;300-350;150-200;250-300;150-200;400-500;SCONTIABANK
35-40;6;1300-1500;50-100;600 o mas ;500 a mas ;150-200;150-200;200-250;200-300;Caja Huancayo
25-30;6;1100 o menos ;50-100;450-500;400-450;200-250;150-200;100-150;100-200;SCONTIABANK
30-35;3;1300-1500;0-50;600 o mas ;350-400;150-200;200-250;300 a mas ;500 o mas ;INTERBANK
30-35;3;1100-1300;0-50;450-500;350-400;250-300;250-300;200-250;400-500;SCONTIABANK
45-50;6;1500-1700;50-100;500-550;350-400;150-200;300 o mas ;100-150;100-200;INTERBANK
25-30;4;1700 0 mas ;100-150;400-450;500 a mas ;100-150;150-200;200-250;200-300;Caja Huancayo
25-30;3;1100 o menos ;0-50;400-450;300-350;250-300;150-200;100-150;100-200;Caja Huancayo
25-30;7 o mas ;1500-1700;50-100;400-450;450-500;100-150;100-150;200-250;100-200;INTERBANK
45-50;5;1700 0 mas ;0-50;550-600;300-350;150-200;250-300;100-150;100-200;BCP
35-40;6;1100-1300;50-100;600 o mas ;500 a mas ;200-250;150-200;200-250;200-300;BANCO DE LA NACION 
30-35;3;1500-1700;50-100;600 o mas ;450-500;200-250;250-300;100-150;300-400;SCONTIABANK
30-35;3;1100-1300;100-150;600 o mas ;350-400;200-250;100-150;200-250;300-400;BCP
40-45;7 o mas ;1100-1300;200-250;500-550;300-350;250-300;250-300;100-150;200-300;Caja Huancayo
35-40;3;1100 o menos ;50-100;400-450;350-400;300 o mas ;250-300;100-150;200-300;Caja Huancayo
30-35;7 o mas ;1100 o menos ;50-100;450-500;400-450;100-150;200-250;300 a mas ;500 o mas ;SCONTIABANK
45-50;3;1500-1700;100-150;400-450;350-400;300 o mas ;300 o mas ;300 a mas ;100-200;SCONTIABANK
45-50;5;1300-1500;100-150;550-600;450-500;150-200;150-200;150-200;300-400;SCONTIABANK
30-35;3;1300-1500;50-100;450-500;300-350;150-200;100-150;250-300;400-500;INTERBANK
25-30;6;1300-1500;100-150;550-600;300-350;250-300;150-200;100-150;100-200;INTERBANK
40-45;4;1500-1700;200-250;600 o mas ;400-450;200-250;150-200;250-300;300-400;BCP
30-35;6;1500-1700;50-100;450-500;400-450;200-250;150-200;250-300;100-200;Caja Huancayo
45-50;3;1300-1500;150-200;450-500;400-450;100-150;100-150;300 a mas ;300-400;BANCO DE LA NACION 
30-35;5;1100 o menos ;50-100;450-500;300-350;100-150;100-150;200-250;200-300;INTERBANK
25-30;3;1100 o menos ;0-50;500-550;300-350;250-300;200-250;200-250;500 o mas ;BANCO DE LA NACION 
25-30;3;1100 o menos ;100-150;550-600;300-350;200-250;300 o mas ;300 a mas ;400-500;SCONTIABANK
30-35;4;100-1300;100-150;450-500;350-400;150-200;150-200;150-200;200-300;BCP
25-30;6;1700-2000;50-100;400-450;300-350;100-150;100-150;100-150;200-300;Banco de la Nacion
30-35;3;100-1300;50-100;450-500;450-500;150-200;150-200;150-200;200-300;BCP
35-40;5;100-1300;0-50;500-550;450-500;100-150;150-200;150-200;200-300;Caja Huancayo
30-35;4;100-1300;50-100;450-500;450-500;150-200;150-200;150-200;200-300;Caja Huancayo
30-35;5;100-1300;0-50;500-550;450-500;100-150;150-200;150-200;100-200;Interbank
30-35;4;100-1300;0-50;500-550;400-450;150-200;150-200;100-150;200-300;Interbank
35-40;5;100-1300;50-100;450-500;450-500;150-200;150-200;150-200;300-400;Interbank
30-35;4;100-1300;0-50;500-550;400-450;150-200;150-200;100-150;100-200;Interbank
30-35;4;100-1300;50-100;500-550;400-450;150-200;150-200;150-200;100-200;Interbank
35-40;4;100-1300;50-100;450-500;450-500;150-200;150-200;150-200;100-200;BCP
35-40;4;1300-1500;50-100;500-550;450-500;150-200;150-200;200-250;200-300;BCP
30-35;4;1300-1500;50-100;450-500;400-450;150-200;150-200;150-200;200-300;Interbank
30-35;4;100-1300;100-150;450-500;450-500;100-150;200-250;150-200;200-300;BCP
30-35;4;100-1300;50-100;450-500;450-500;150-200;150-200;100-150;100-200;BCP
